Subject,ID,forehead,cheek,eye,nose,mouth,chin,Distance,RH,Airflow,env-temp,Sensation
S3,R311010,33.81617055084748,33.467859327217155,33.07534591194971,30.767631578947395,33.94565587734244,34.62431789737173,1.0,51.68333333,0.508,21.19466667,-1
S3,R311011,33.96146230699366,33.591735682819404,33.68538626609444,30.614429301533242,33.36265126512654,34.41032110091745,1.0,51.68333333,0.508,21.19466667,-1
S3,R311012,34.42753866846001,33.32357015192138,34.06552863436126,29.255336322869983,34.12566556655668,33.89014908256883,1.0,51.68333333,0.508,21.19466667,-1
S3,R311013,34.393117283950644,32.98421509106681,34.12550000000002,29.12806387225551,33.64818027210887,33.62765991902837,1.0,51.68333333,0.508,21.19466667,-1
S3,R311014,33.92483445421627,33.26401901140687,33.07395752895755,30.339132569558124,32.61299651567947,34.26440925700368,1.0,51.69444444,0.508,21.15761111,-1
S3,R311015,33.74295303867405,33.359070100143086,33.483899721448495,29.85467948717951,34.076917057902996,34.43942996742673,1.0,51.69444444,0.508,21.15761111,-1
S3,R311016,33.88556790930894,33.42135320315178,32.985549738219916,30.23362869198315,33.948713450292416,34.39002034587998,1.0,51.69444444,0.508,21.15761111,-1
S3,R311017,34.27648452108873,33.35081325301207,33.1819282511211,30.895135501355036,33.509568862275465,34.694677002584,1.0,51.69444444,0.508,21.15761111,-1
S3,R311018,35.2720844564241,32.975036437246985,33.56071748878926,29.939565217391326,34.2837298387097,34.28478899082571,1.0,51.69444444,0.508,21.15761111,-1
S3,R311019,35.381651157241734,32.641812831077125,33.21479657387583,29.645114503816817,33.91680965147455,34.100972602739745,1.0,51.69444444,0.508,21.15761111,-1
S3,R31102,33.509208619728795,33.35750841750844,33.15133192389008,30.402975830815738,33.279067278287485,34.5758961681088,1.0,51.62222222,0.508,21.25866667,-1
S3,R311020,34.57316879682682,33.06116923076925,33.2836658354115,31.310123456790144,32.63205755395686,34.797224409448845,1.0,51.71666667,0.508,21.12833333,-1
S3,R311021,33.99893820224722,33.191252688172064,33.0387453874539,31.65340828402369,33.20701700154562,34.57458515283845,1.0,51.71666667,0.508,21.12833333,-1
S3,R311022,33.78940200286125,33.47755568934379,32.95402234636874,30.206430260047306,33.631314475873566,34.407155797101474,1.0,51.71666667,0.508,21.12833333,-1
S3,R311023,34.89385549483912,32.53962995987519,34.07923963133643,29.221138952164033,34.33810439560442,33.656961130742076,1.0,51.71666667,0.508,21.12833333,-1
S3,R311024,35.05079490291264,32.17208044382804,33.46371428571431,28.97641943734018,34.288641975308664,33.83095015576326,1.0,51.71666667,0.508,21.12833333,-1
S3,R311025,35.157988047808786,32.68167462039048,34.030119047619074,29.36444839857654,34.5487130177515,33.981587057010806,1.0,51.71666667,0.508,21.10466667,-1
S3,R311026,34.59603440260346,32.66115367282562,33.55366576819409,29.149679487179508,34.63702875399363,33.63606090373283,1.0,51.71666667,0.508,21.10466667,-1
S3,R311027,35.30594300822564,32.6284438040346,34.10429824561406,29.667991452991473,34.86710937500003,34.1515112075199,1.0,51.71666667,0.508,21.10466667,-1
S3,R31103,33.62588477366258,33.19462409288827,33.23475177304967,30.78470013947003,31.897943786982275,34.47036023054757,1.0,51.67777778,0.508,21.224,-1
S3,R31104,35.161847826086984,32.707310647639986,34.238795811518344,29.638387096774217,33.83034567901237,33.893799421407934,1.0,51.67777778,0.508,21.224,-1
S3,R31105,35.054009868421076,32.10360951285004,33.89822429906545,29.15516949152545,33.54237903225809,33.637376146789016,1.0,51.67777778,0.508,21.224,-1
S3,R31106,34.84289927230948,32.65594301221169,33.37344086021508,29.72040584415587,33.315304347826114,33.8028343023256,1.0,51.67777778,0.508,21.224,-1
S3,R31107,34.3692250618302,33.60503546099294,33.619238095238124,30.89408018867927,31.952450879007262,34.85230182926831,1.0,51.67777778,0.508,21.224,-1
S3,R31108,33.84713151627417,33.562639846743316,32.4542168674699,29.364860465116305,33.70644122383255,34.548912429378554,1.0,51.68333333,0.508,21.19466667,-1
S3,R31109,33.634329356997405,33.62513695911078,33.05039800995027,28.888729016786595,33.46665024630545,34.552589182968944,1.0,51.68333333,0.508,21.19466667,-1
S3,R311410,33.948727865796855,33.324831275720186,33.7395336787565,30.412346938775535,33.7890889370933,34.585961123110174,1.4,51.85555556,0.508,21.07433333,-1
S3,R311411,34.11395665322583,33.34884920634923,33.57056782334387,31.10265432098768,33.639232409381684,34.63717500000002,1.4,51.85555556,0.508,21.07433333,-1
S3,R311412,34.66755373592633,32.75350125944587,33.934038461538485,29.702892561983496,34.47220543806648,33.64483928571431,1.4,51.85555556,0.508,21.07433333,-1
S3,R311413,34.04345076784103,33.01715365239297,32.98069841269844,31.226359102244412,32.46131944444447,34.185099099099126,1.4,51.78888889,0.508,21.06366667,-1
S3,R311414,33.810225130890075,33.16302771855013,33.25329896907219,31.04123867069489,33.97212121212124,34.35709890109892,1.4,51.78888889,0.508,21.06366667,-1
S3,R311415,33.33992596248769,33.05928172386275,33.2892391304348,30.676448275862093,33.72141463414636,33.8007992565056,1.4,51.78888889,0.508,21.06366667,-1
S3,R311416,33.5327777777778,33.1820064464142,32.178084112149556,29.250203045685303,33.61602067183465,34.0653191489362,1.4,51.78888889,0.508,21.06366667,-1
S3,R311417,33.75958627174426,33.117406483790546,32.78871244635196,30.192321428571447,32.98394285714288,33.85272471910114,1.4,51.78888889,0.508,21.06366667,-1
S3,R311418,34.268992805755424,33.00200177147921,32.641283018867945,30.87621428571431,32.393054054054076,34.356472148541144,1.4,51.67777778,0.508,21.05166667,-1
S3,R311419,35.302471420794795,32.61387450199205,33.111813953488394,29.57768627450983,34.3186982248521,34.37922600619197,1.4,51.67777778,0.508,21.05166667,-1
S3,R31142,33.62145520691225,33.389847050254936,33.27809248554916,30.265560538116613,33.87836477987424,33.944587155963326,1.4,51.8,0.508,21.08872222,-1
S3,R311420,35.0271385237614,32.45584734799485,33.414213197969566,29.80935275080908,34.30419913419916,34.09271954674223,1.4,51.67777778,0.508,21.05166667,-1
S3,R311421,34.4246739130435,33.212723174030685,33.32894117647061,30.841136950904414,32.94058227848104,34.826604477611966,1.4,51.67777778,0.508,21.05166667,-1
S3,R311422,33.8409541000516,33.17494362532526,32.97702702702705,29.67355855855858,33.64444816053514,34.593522727272756,1.4,51.67777778,0.508,21.05166667,-1
S3,R311423,34.9299836065574,32.43097285067876,33.54739130434785,28.85701834862388,34.61376119402988,33.63775862068968,1.4,51.67777778,0.508,21.05166667,-1
S3,R311424,33.808061224489826,32.389791965566744,33.27116402116404,28.873106796116524,34.612745098039234,33.64273267326735,1.4,51.68888889,0.508,21.03966667,-1
S3,R311425,34.758828722778134,32.14700811359029,32.7848223350254,29.447107142857163,34.50720833333336,33.661658456486066,1.4,51.68888889,0.508,21.03966667,-1
S3,R311426,35.0189667374381,32.53186440677969,33.76911111111114,29.179120000000026,34.719139465875394,33.61782531194298,1.4,51.68888889,0.508,21.03966667,-1
S3,R311427,35.047033169533194,32.3013310867734,33.56342205323195,28.987053571428593,34.590322580645186,33.77389705882355,1.4,51.68888889,0.508,21.03966667,-1
S3,R31143,34.269535408209315,33.55850158730161,33.5827152317881,31.03019230769233,33.87900000000002,34.633258196721336,1.4,51.8,0.508,21.08872222,-1
S3,R31144,35.02865777080065,33.26684291187742,34.08626794258375,29.815627240143385,34.48925925925928,34.185527426160355,1.4,51.8,0.508,21.08872222,-1
S3,R31145,35.30182853315475,32.55059740259743,33.92924731182798,29.986244897959203,34.55606060606063,34.10388888888891,1.4,51.8,0.508,21.08872222,-1
S3,R31146,34.45281896116997,33.332770997846396,33.36293436293439,31.249725274725293,32.85952755905514,34.79750000000003,1.4,51.8,0.508,21.08872222,-1
S3,R31147,34.077702386523185,33.43519218241045,33.407919075144534,30.767175141242962,33.731442495126736,34.67265060240966,1.4,51.85555556,0.508,21.07433333,-1
S3,R31148,33.85595057992943,33.421896722939444,33.59596059113303,29.667450980392182,34.21559718969557,34.504559193954684,1.4,51.85555556,0.508,21.07433333,-1
S3,R31149,33.715696068012775,33.488849259757764,33.42507537688445,30.962164948453633,34.23109034267915,34.531990291262154,1.4,51.85555556,0.508,21.07433333,-1
S3,R311810,33.727914308811656,32.95741545893722,32.71353658536588,29.19029069767445,32.32178294573646,33.96294339622644,1.8,51.52222222,0.508,20.85688889,-1
S3,R311811,34.51802405498284,32.84936572199733,33.96471074380168,28.23888888888891,33.69023668639055,33.647648514851504,1.8,51.52222222,0.508,20.85688889,-1
S3,R311812,34.710645161290344,32.74873825503359,34.11869918699189,27.69805970149256,33.742515723270465,33.50836795252228,1.8,51.52222222,0.508,20.85688889,-1
S3,R311813,34.56830790568657,32.34632522407173,34.03124087591243,27.827187500000022,33.58771084337352,33.36412568306013,1.8,51.52222222,0.508,20.85688889,-1
S3,R311814,34.52461538461541,32.49928667563932,33.890166666666694,27.809609375000022,33.50214689265539,33.38116580310883,1.8,51.58888889,0.508,20.87266667,-1
S3,R311815,32.77357142857145,33.126564625850364,33.07398648648651,29.218439716312083,33.97850340136057,33.90703971119135,1.8,51.58888889,0.508,20.87266667,-1
S3,R311816,33.70837364470395,33.17053404539388,32.7910483870968,28.969795918367367,33.41400000000002,33.773271028037406,1.8,51.58888889,0.508,20.87266667,-1
S3,R311817,34.24130081300815,32.95587591240878,32.33691729323311,29.795869565217412,32.48118210862622,34.03029288702931,1.8,51.58888889,0.508,20.87266667,-1
S3,R311818,34.20172908366536,32.78838607594939,32.004238095238115,30.856266666666695,31.386642335766446,34.21309917355373,1.8,51.58888889,0.508,20.87266667,-1
S3,R311819,35.1929147982063,32.060682226211874,33.16105263157897,28.5835483870968,33.386875000000025,33.70870967741938,1.8,51.58888889,0.508,20.87266667,-1
S3,R31182,33.432001527883905,33.09669373549886,32.65888888888891,29.771563981042675,33.464549019607865,33.84850000000002,1.8,51.56111111,0.508,20.86222222,-1
S3,R311820,33.9960498561841,32.69249586776862,32.259078947368444,30.035793650793675,32.20225941422596,34.211677018633566,1.8,51.57777778,0.508,20.87666667,-1
S3,R311821,33.45193293885604,32.701804195804215,32.24575539568348,29.59941176470591,32.76090497737559,34.12657458563539,1.8,51.57777778,0.508,20.87666667,-1
S3,R311822,35.01312827225133,32.537588871715634,33.61178807947022,28.467923497267783,34.236976744186066,33.71700000000003,1.8,51.57777778,0.508,20.87666667,-1
S3,R311823,35.184363827549966,32.14556832694766,33.919020979021006,28.374171428571458,34.116768707483025,33.46815450643779,1.8,51.57777778,0.508,20.87666667,-1
S3,R311824,35.01830866807613,32.292142857142885,33.86405594405596,28.6830994152047,34.03611764705885,33.51115942028988,1.8,51.57777778,0.508,20.87666667,-1
S3,R311825,34.920360696517434,32.109388971684076,33.33705882352943,28.417528089887668,34.096714285714306,33.576035353535374,1.8,51.57777778,0.508,20.87666667,-1
S3,R311826,35.097265135699395,32.097021563342345,33.755677966101715,28.009280575539595,34.210655172413816,33.50267206477735,1.8,51.61111111,0.508,20.86866667,-1
S3,R311827,35.13804687500002,32.18842998585575,33.87571428571431,28.1244936708861,34.127620967741954,33.41632911392407,1.8,51.61111111,0.508,20.86866667,-1
S3,R31183,33.776538461538486,33.17478982300887,32.752336956521766,29.50154228855724,32.23247491638799,34.08626506024099,1.8,51.56111111,0.508,20.86222222,-1
S3,R31184,34.933719298245634,32.37707013574663,33.834000000000024,29.23361111111113,34.35848648648651,33.364389312977124,1.8,51.56111111,0.508,20.86222222,-1
S3,R31185,35.01202955665027,32.19413997627523,34.243969849246255,28.120375939849644,33.60172413793106,33.715217391304364,1.8,51.56111111,0.508,20.86222222,-1
S3,R31186,35.07427710843376,32.623061480552096,34.02500000000002,28.28884848484851,33.517161290322605,33.889774919614176,1.8,51.56111111,0.508,20.86222222,-1
S3,R31187,33.935474903474926,32.98725842696632,32.55921465968588,30.380000000000024,32.02313725490198,34.15011152416359,1.8,51.56111111,0.508,20.86222222,-1
S3,R31188,33.58701514059123,32.78569032258067,32.90104838709679,27.68410447761196,33.572022900763386,34.01766393442626,1.8,51.52222222,0.508,20.85688889,-1
S3,R31189,33.42904513888891,32.932115621156235,33.19847560975612,27.353508771929842,33.4646438746439,33.98067193675891,1.8,51.52222222,0.508,20.85688889,-1
S3,R312210,33.726800535475256,32.965244755244775,32.35022058823532,29.636307692307714,32.63272300469486,34.0614814814815,2.2,51.80555555,0.508,20.86488889,-1
S3,R312211,34.19537634408604,32.92233276157807,33.08880597014928,30.377125000000017,32.27711610486893,33.822397660818744,2.2,51.80555555,0.508,20.86488889,-1
S3,R312212,34.6901847575058,32.53088974854935,33.990924369747916,28.271511627907007,34.04494949494951,33.33688259109314,2.2,51.78888889,0.508,20.85433333,-1
S3,R312213,34.821219963031446,32.22526086956524,33.954678899082595,28.68552000000002,34.023457446808536,33.29146464646467,2.2,51.78888889,0.508,20.85433333,-1
S3,R312214,34.080011074197145,33.181801346801365,32.26217054263569,30.389341317365293,31.810463917525794,33.82245714285717,2.2,51.78888889,0.508,20.85433333,-1
S3,R312215,33.62396666666669,33.269710391822855,32.940333333333356,30.695266666666683,33.870075187969945,34.005432692307714,2.2,51.78888889,0.508,20.85433333,-1
S3,R312216,33.74648893360163,33.30052830188682,32.81333333333336,29.88779411764708,33.554628099173584,34.08427672955977,2.2,51.78888889,0.508,20.85433333,-1
S3,R312217,34.03793269230771,32.951032028469776,32.54868852459019,30.124460093896737,32.48666666666669,34.224094488188996,2.2,51.78888889,0.508,20.85433333,-1
S3,R312218,34.59053030303033,32.69488126649079,31.59416107382552,30.843192488262932,31.612885572139323,33.814785276073636,2.2,51.68888889,0.508,20.853,-1
S3,R312219,34.90244094488191,31.782752808988793,32.88470000000003,28.653761467889936,33.31471910112362,33.600743243243265,2.2,51.68888889,0.508,20.853,-1
S3,R31222,33.537163029525054,33.05367132867135,33.235368421052655,30.175648148148166,33.707224880382796,33.71883720930234,2.2,51.66666667,0.508,20.87016667,-1
S3,R312220,34.21542372881358,32.59895927601812,32.10254385964915,30.01904761904764,31.931959798995,33.82495726495729,2.2,51.68888889,0.508,20.853,-1
S3,R312221,33.94163916391641,32.85227533460805,31.955600000000032,30.086815642458127,32.27644444444447,34.08829059829062,2.2,51.68888889,0.508,20.853,-1
S3,R312222,33.55728982300887,32.882961038961064,32.44473684210529,28.801491228070198,33.735982532751116,34.04820000000004,2.2,51.68888889,0.508,20.853,-1
S3,R312223,34.67277246653923,32.31435448577683,34.00135338345867,29.05223214285716,34.07548022598873,33.23236453201973,2.2,51.68888889,0.508,20.853,-1
S3,R312224,34.834208000000025,32.11286852589644,33.844316546762606,28.567457627118664,34.21736559139787,33.32165938864632,2.2,51.75555555,0.508,20.84105556,-1
S3,R312225,34.8355692729767,32.293511293634516,34.03538461538463,28.443333333333353,34.19059171597635,33.25685840707967,2.2,51.75555555,0.508,20.84105556,-1
S3,R312226,34.645169082125626,32.242740471869354,33.5630392156863,28.35792079207923,34.10994845360827,33.39267657992568,2.2,51.75555555,0.508,20.84105556,-1
S3,R312227,34.99740066225168,32.263205828779626,34.0514285714286,28.67343137254904,34.350903614457856,33.53682819383262,2.2,51.75555555,0.508,20.84105556,-1
S3,R31223,33.97466946484787,32.98257495590832,32.84422413793106,30.70335616438359,32.03884422110555,34.13075000000002,2.2,51.66666667,0.508,20.87016667,-1
S3,R31224,34.81133620689658,32.52136272545093,34.012358490566065,28.448888888888916,34.011752577319605,33.533227272727295,2.2,51.66666667,0.508,20.87016667,-1
S3,R31225,34.67151010701548,31.939314814814836,34.0137419354839,28.256842105263182,33.77431372549022,33.4318442622951,2.2,51.80555555,0.508,20.86488889,-1
S3,R31226,33.91804526748974,32.680646153846176,32.03327433628321,29.46800000000002,31.15975247524755,33.36029761904764,2.2,51.80555555,0.508,20.86488889,-1
S3,R31227,33.91815565031985,32.83437293729376,32.38791666666669,29.273870967741956,31.63557894736844,34.099480519480544,2.2,51.80555555,0.508,20.86488889,-1
S3,R31228,33.21812500000002,32.97291139240508,32.767391304347846,28.622043010752705,33.437815533980604,33.81653846153849,2.2,51.80555555,0.508,20.86488889,-1
S3,R31229,33.3308324084351,33.07373897707234,32.89470588235297,26.75101265822787,33.58724637681162,33.98857819905216,2.2,51.80555555,0.508,20.86488889,-1
S3,R312810,32.48040816326533,32.632490272373566,32.84106060606063,28.67508771929827,33.857352941176494,33.93301724137933,2.8,51.46111111,0.508,20.90466667,-1
S3,R312811,33.58717993079587,32.8617763157895,33.139130434782636,30.09602040816329,32.393437500000026,33.575656565656594,2.8,51.46111111,0.508,20.90466667,-1
S3,R312812,33.89423791821564,32.02672661870506,33.504347826086985,28.264909090909114,33.831111111111134,32.95657142857145,2.8,51.46111111,0.508,20.90466667,-1
S3,R312813,34.1611904761905,32.191560102301814,32.17633663366338,28.475873015873038,34.01258333333336,33.51072625698326,2.8,51.46111111,0.508,20.90466667,-1
S3,R312814,33.46239130434784,32.6744912280702,32.50284090909094,30.248235294117677,32.58319148936173,33.800877192982476,2.8,51.46111111,0.508,20.90466667,-1
S3,R312815,33.314821763602275,33.025243553008615,32.384935064935085,29.424226804123737,33.07255033557049,33.75860465116281,2.8,51.42222222,0.508,20.91922222,-1
S3,R312816,33.485030927835076,32.89179245283021,32.45366666666669,29.27755102040819,32.83148148148151,33.40000000000002,2.8,51.42222222,0.508,20.91922222,-1
S3,R312817,33.85120901639346,32.54518656716421,32.03000000000002,30.173644859813106,31.245810810810838,33.93093333333336,2.8,51.42222222,0.508,20.91922222,-1
S3,R312818,33.97197994987471,32.27420454545457,31.169908256880756,30.891056910569127,32.132254901960806,33.928933333333354,2.8,51.42222222,0.508,20.91922222,-1
S3,R312819,34.61698000000002,31.144858490566065,32.77590163934429,28.24690909090911,33.6177777777778,33.65906542056077,2.8,51.42222222,0.508,20.91922222,-1
S3,R31282,33.1354227405248,32.74012121212124,32.8024285714286,28.676250000000024,33.06668639053257,33.51565217391306,2.8,51.59444444,0.508,20.88866667,-1
S3,R312820,33.674191176470615,32.497075812274396,31.578358208955244,30.613826086956543,31.261666666666688,34.116764705882375,2.8,51.42222222,0.508,20.91922222,-1
S3,R312821,33.46546568627453,32.280335820895544,31.227936507936526,30.062123893805335,31.771764705882383,33.88535211267607,2.8,51.28333333,0.508,20.91255556,-1
S3,R312822,32.83782894736844,32.609969788519656,31.281944444444473,29.472800000000024,32.04677165354333,33.99118421052634,2.8,51.28333333,0.508,20.91255556,-1
S3,R312823,34.517574931880134,32.256731301939084,33.62466019417478,28.34600000000002,34.197394957983214,33.23223684210529,2.8,51.28333333,0.508,20.91255556,-1
S3,R312824,33.391359223300995,32.07597560975612,33.636666666666684,28.38707692307695,33.63083333333336,33.30077586206899,2.8,51.28333333,0.508,20.91255556,-1
S3,R312825,34.65334851936221,31.88062322946178,33.54383561643838,28.269298245614056,34.300792079207945,33.32418604651165,2.8,51.28333333,0.508,20.91255556,-1
S3,R312826,34.256846473029064,32.07350148367955,33.54507042253524,28.01615384615387,34.153846153846175,33.27486842105265,2.8,51.28333333,0.508,20.91255556,-1
S3,R312827,34.547011235955075,31.814365325077425,33.71760000000002,28.555384615384636,34.396785714285734,33.20432203389833,2.8,51.25,0.508,20.90466667,-1
S3,R31283,33.504039855072484,32.81431635388742,32.65113207547172,30.806560000000015,31.869236641221395,33.818771929824585,2.8,51.59444444,0.508,20.88866667,-1
S3,R31284,34.26231738035267,32.12520107238608,33.51613333333335,28.24289473684213,33.92084337349399,33.327284768211946,2.8,51.42777778,0.508,20.902,-1
S3,R31285,34.56941002949854,31.7299210526316,33.61214285714287,27.852028985507264,33.98735632183911,33.20660818713452,2.8,51.42777778,0.508,20.902,-1
S3,R31286,33.372795138888904,32.41422580645163,31.451000000000025,29.696521739130457,31.305147928994103,33.761870503597144,2.8,51.42777778,0.508,20.902,-1
S3,R31287,33.37171477079799,32.52803174603177,32.062375000000024,28.685632183908073,31.466544117647086,33.87771929824564,2.8,51.42777778,0.508,20.902,-1
S3,R31288,31.124795918367365,32.54231759656655,32.721272727272755,27.55442857142859,33.59687500000002,33.78658536585368,2.8,51.42777778,0.508,20.902,-1
